id,name,location,rain_ok,duration_min,parking,satisfaction,hours_json,image_path,notes
monstrofun-1761071054,Monstrofun,Martigny,True,10,Facile,4,"{""Lun"": {""open"": false, ""intervals"": []}, ""Mar"": {""open"": false, ""intervals"": []}, ""Mer"": {""open"": true, ""intervals"": [{""start"": ""09:00"", ""end"": ""18:00""}]}, ""Jeu"": {""open"": false, ""intervals"": []}, ""Ven"": {""open"": false, ""intervals"": []}, ""Sam"": {""open"": true, ""intervals"": [{""start"": ""09:00"", ""end"": ""18:00""}]}, ""Dim"": {""open"": true, ""intervals"": [{""start"": ""09:00"", ""end"": ""18:00""}]}}",data/images/monstrofun-1761071054.jpg,
